,zip_code,zip_freq
668635,37034,30
668645,38401,1260
668681,37022,18
668699,38222,102
668705,42211,90
668708,42262,255
668723,37058,308
668762,37191,49
669538,42236,3
669932,37087,1080
669947,37095,75
669962,37127,36
669980,37190,48
669988,37090,285
670336,38569,11
670708,42286,96
670742,42220,48
671152,37036,55
671168,37171,6
671218,42266,20
672912,37142,18
675299,37027,310
675454,42071,220
675474,42025,224
675488,37030,140
675618,37033,120
675789,37037,24
675975,37074,33
676089,37186,48
676091,37060,44
676135,37061,10
676145,37062,375
676495,37064,2262
677365,37066,345
677437,37067,899
678278,37069,754
679056,37075,216
679158,37076,132
679239,37185,456
679258,37096,110
679356,38320,444
681853,38544,104
681865,38583,864
682120,42164,155
682807,37115,861
683311,37118,16
683327,37355,666
683363,37128,189
683612,37167,148
684155,37148,451
684817,37180,13
684830,38256,172
684908,37201,81
684989,37214,216
684998,37217,351
685007,37211,639
685025,37209,540
685034,37212,126
685061,37204,162
685079,37216,324
685115,37215,414
685124,37203,162
685430,37205,369
685736,37206,360
685970,37207,342
686186,37208,243
686573,37210,180
688764,37221,360
688864,37219,63
688945,37218,135
689026,37220,36
690222,37303,1133
690503,37309,36
691077,37310,80
691329,37312,2516
691743,37321,828
692103,37322,250
693122,37342,119
693184,37341,663
693199,37336,220
695249,37331,88
695497,37352,15
695514,38585,176
695871,37367,36
696123,37381,72
696190,37604,215
696333,37616,20
696460,37640,169
696722,37650,48
696875,37681,52
696976,37690,16
697029,37705,68
697049,37716,2568
697341,37938,648
697395,37748,106
697519,37829,27
697624,37828,10
697782,37879,144
697785,40769,530
697913,37841,162
697937,38556,1071
698022,37737,69
698216,37763,920
698306,37753,70
698836,37777,500
699096,37820,136
699104,37924,300
699110,37917,1062
699116,37912,786
699122,37920,894
699140,37923,1068
699152,37914,498
699164,37918,1764
699182,37921,954
699206,37922,954
699218,37909,336
699254,37861,78
699266,37809,15
699281,37810,3
699360,37919,774
699420,37915,162
699878,37916,72
700322,37902,138
702312,37821,645
702533,37931,1080
702545,37932,852
702563,37854,235
702583,37846,40
703266,37934,528
704650,37882,124
704721,37891,10
705743,38001,24
705767,38382,144
705799,38305,1530
705816,38358,180
705877,38012,84
706076,38301,986
706125,38037,2
706127,38034,12
706251,38391,3
706254,38337,4
706699,38008,36
706747,38063,14
706754,38642,8
706769,38603,51
706786,38080,6
706789,38053,5
706794,38134,16
706810,38340,315
706917,38635,21
706932,38663,175
707265,38260,30
707295,38261,207
707304,38103,8
707312,63873,1
707313,38108,8
707321,72364,336
707561,38225,18
707576,42066,125
707591,38344,40
707603,38242,1034
707705,38230,50
707715,38255,18
707724,38316,28
707738,38237,208
707870,38231,20
707909,38321,10
708668,38257,6
708670,42041,96
708811,38318,16
708879,42040,16
708979,42036,20
709126,38355,105
711205,38372,5
711225,38351,522
711261,38363,21
711279,38834,232
711363,38352,5
711731,38425,60
711824,38362,2
712192,38485,30
712290,38474,144
712470,38487,8
713166,38570,360
713186,38574,180
713287,38554,15
714020,42141,1062
714573,38655,1530
714678,72342,48
715107,38673,15
716184,38864,27
716208,38701,230
716254,38703,23
716277,38751,28
716284,71263,45
716322,38732,306
716764,38868,28
716768,38851,40
716776,39730,176
716800,39212,17
716817,39157,48
716820,39110,2058
716925,39046,325
717361,39051,20
717501,39074,15
718034,39056,48
718274,39073,45
718289,39211,34
718884,39350,20
718919,39083,14
718925,39365,15
718950,71373,20
718952,39601,232
718976,39119,6
718982,39428,14
719127,39153,6
719552,39443,80
719562,39440,150
719616,39654,277
719806,39439,4
719830,39455,16
719834,39425,7
719845,39429,90
719883,70438,24
719885,39560,196
719955,70452,45
720129,39666,165
720151,39669,40
720159,39652,110
720172,39813,19
720191,39834,8
720199,39817,48
720407,40006,42
720442,40068,72
720466,40008,90
720546,42728,150
720561,40033,675
720576,40422,1350
720591,40031,336
720599,47130,190
720620,40241,590
720640,40207,590
720680,40055,25
720720,40222,390
720740,40059,464
720749,40026,135
720776,40245,880
720786,40037,30
720791,40050,12
720848,40071,217
720855,40069,357
721495,40223,320
721692,40242,120
722991,40468,40
723068,42541,15
723088,40442,5
723200,42539,315
723679,40464,1
723902,40023,50
724001,42743,102
724007,40214,730
724017,40216,800
724037,47150,120
724042,40291,730
724062,40210,280
724072,40219,510
724082,40218,390
724092,47111,34
724119,40203,410
724149,40299,710
724159,40217,410
724169,40212,160
724179,40045,80
724304,40601,1533
724341,40204,580
724388,40228,280
724398,40229,850
724415,40205,560
724529,41008,90
724584,40324,5120
724704,40220,500
724774,40107,18
725954,40067,20
727008,40109,18
727933,47250,315
728683,40206,470
728793,40202,220
728853,47143,24
728896,40211,420
729010,40213,200
729020,40208,190
729925,40243,160
730175,40215,630
730395,47129,44
732104,40209,10
732870,47126,2
734031,40272,710
734262,40258,570
734462,40118,48
737667,47117,18
737676,42701,726
737688,42782,3
737803,42716,16
737837,42757,66
737958,47243,44
737987,40077,8
738043,40176,16
738051,47137,7
738058,40146,40
738063,47574,7
738326,40177,39
738718,47525,5
738723,42261,85
738733,47515,3
738736,47514,4
739035,42740,22
739095,47136,4
739096,47122,20
739117,47160,2
739220,47220,18
739223,47170,30
739242,47124,23
739307,40311,320
739419,40444,528
739831,40313,18
739840,41171,12
739844,41049,119
739861,40337,231
739868,40391,2450
739917,40336,84
739959,41093,3
739960,40361,880
739971,41039,35
739976,41056,104
740052,40374,18
740108,40509,3150
740179,40511,3528
740609,40517,2880
740684,40508,1584
740870,40503,2016
740960,40513,684
741120,40502,2502
741138,40514,1314
741182,40515,2592
741362,40504,1386
741614,40507,270
742570,40505,1782
743782,40516,234
747173,40484,2
747824,40385,55
747858,40419,50
747893,40456,320
747909,40475,1768
747948,40486,3
747951,40962,324
747969,40445,20
748221,42501,960
748296,42503,1590
750996,40977,120
751190,41001,1056
751370,41005,1309
751625,41006,26
751638,41014,627
751860,41002,77
751918,41007,44
751926,45157,75
751941,41011,1386
751963,41015,737
752161,41016,132
752194,41017,580
752285,41018,34
752785,41010,8
753020,41094,164
753024,41071,1605
753039,45212,702
753052,45242,154
753115,41074,612
753133,45103,28
753166,41051,1708
753180,45106,72
753188,45236,130
753311,41097,54
753344,45244,30
753363,41092,108
753400,41076,111
753534,45249,66
753659,45215,182
754246,45150,75
754849,45227,30
754976,45102,30
755388,45697,14
755517,41042,2925
756169,47020,90
756184,47040,16
756195,41091,1875
756227,41048,660
756365,45167,35
756372,45121,80
756413,45153,15
756833,45144,123
756887,45693,48
756893,45101,16
757169,47038,2
757211,41095,64
757322,45176,70
758204,41080,117
758243,45014,748
758277,45240,142
758355,41143,102
758361,45662,96
758379,41132,8
758387,41183,24
758601,47001,90
758646,47018,2
758726,45030,130
758814,45246,189
758879,45015,270
758902,45231,9
759256,47031,10
759611,45013,810
759764,41339,187
759837,42021,38
759880,42031,72
759928,63834,46
760089,42064,264
760113,62931,6
760208,42411,10
760218,42078,19
760320,42044,15
760458,62995,54
760512,42445,126
760559,42101,721
760671,42104,546
761044,42134,1450
762097,42103,301
763603,42123,7
764358,42159,36
764499,42210,84
764619,42746,1
764662,42206,102
764864,42217,6
764870,42344,6
764876,42256,83
764882,42345,322
765257,42240,3
765277,42441,9
765502,42273,13
765515,42330,70
765522,42347,253
765609,42464,5
765614,42327,48
765641,42376,255
765656,42378,24
765703,42420,360
765927,42452,15
765960,42462,19
765997,47630,15
765999,47620,112
766032,42450,8
766116,62979,6
766193,47601,4
767019,42633,602
767048,42629,527
767065,42642,15
767080,42533,15
767093,42602,75
767952,43001,12
767964,43025,110
767974,43231,225
767989,43224,600
768004,43227,315
768019,43148,30
768025,43054,145
768030,43055,957
768041,43228,720
768056,43204,1230
768071,43235,645
768086,43214,600
768131,43016,504
768155,43017,495
768179,43221,525
768245,43085,286
768364,43338,16
768366,43015,340
768370,43302,1488
768498,43021,161
768505,43074,78
768584,43050,288
768611,43028,60
768655,44822,39
768681,43821,24
768684,44654,177
768692,44903,340
768702,43023,110
768734,43105,18
768835,43739,5
768836,44838,8
768840,43150,6
768858,43783,20
768879,43130,858
768890,43721,12
769053,43056,33
769550,43844,120
769619,44805,1887
769636,44638,12
769671,43014,30
769875,43080,75
769975,43019,15
770942,43314,56
771022,43066,1
771133,43321,16
771248,43342,45
771550,43223,750
771685,43212,270
771775,43162,39
771778,43222,165
771853,43220,225
771976,43202,345
775581,43211,705
775596,43213,441
775626,43209,360
775641,43219,315
775701,43230,705
775781,43232,555
776397,43031,96
778893,43110,15
779178,43044,60
779186,43040,344
779202,43331,564
779238,45503,4158
779275,45502,1386
779296,45504,2100
779317,45506,1113
779380,45505,2142
779788,45368,26
782000,43336,5
782862,43007,3
782886,43240,45
783188,43123,416
783537,43103,90
783854,43107,15
783974,43155,24
784630,43113,90
784633,45644,120
784760,45634,3
784761,45640,595
784941,43146,98
784948,45613,30
784970,43217,30
785214,43138,232
785222,43203,420
785267,43229,645
785297,43207,1140
785312,43215,1200
785421,43201,555
785669,43205,540
785744,43206,1125
793788,43106,4
793792,43145,16
793796,43164,20
793800,43115,14
793807,45123,150
793817,43128,35
793828,45335,306
793885,45628,49
794020,45780,12
794075,45135,28
795172,45133,595
795189,45177,100
795230,43730,35
795285,43758,20
795358,45118,11
795475,45132,10
795574,45142,20
795798,45146,5
796456,44907,220
796510,45656,28
796600,45690,418
796850,44904,342
796870,44906,325
796928,44905,160
797099,44875,81
797530,44902,50
798072,43435,12
798078,45365,1050
798113,45843,30
798167,45360,8
798169,45836,4
798188,43466,42
798207,43420,1350
798217,45814,38
798276,44882,7
798335,45406,1242
798353,45405,1368
798371,45414,594
798389,45383,42
798391,45373,2220
798406,45419,315
798438,45404,468
798456,45417,936
798543,45416,108
798561,45415,405
798633,45402,540
798651,45420,864
798676,45403,936
798694,45410,1153
798895,45377,15
798910,45409,72
798995,45424,774
799123,45326,15
800051,45431,126
800800,45439,90
800818,45432,216
801760,45315,171
802150,45820,6
802306,45429,112
803035,45389,6
808645,43402,210
808841,43558,45
808844,43566,112
808851,43571,22
808872,43469,72
808938,43410,264
809280,48133,60
809387,43528,336
809477,44847,44
809481,49270,208
809494,48131,272
809502,48161,1530
809517,48152,60
809521,48135,294
809535,48170,388
809559,48188,403
809585,48167,21
809588,48162,1620
809603,43569,30
809640,43440,6
809701,44824,36
809719,44807,16
809837,43560,248
809860,48174,17
809890,48134,115
809910,48183,268
809926,48160,620
809981,48184,63
809988,48336,96
810059,48180,517
810202,48191,37
810301,48111,88
810515,48166,210
810935,48154,40
811007,48187,169
811173,48150,60
811247,48335,48
811316,48197,13
811318,48173,15
811333,48168,60
811443,48220,240
812805,44846,100
812855,43534,3
812954,43543,112
812961,49271,6
812962,49232,96
812981,49247,90
812996,43521,30
813037,45813,5
813038,43526,34
813044,43515,88
813064,49242,112
813106,49221,308
813171,46742,60
813189,49255,22
813252,46703,28
813254,46788,4
813343,46721,13
813356,49274,8
813383,43533,14
813466,49238,6
813510,45821,9
813646,43512,2
813664,46706,85
813698,46737,30
813716,45827,6
813741,49094,36
813750,49250,60
813887,49029,51
813904,49245,64
813970,45873,36
813997,45817,55
814029,46773,4
814075,43713,104
814125,45744,30
814135,43725,972
814159,43719,39
814177,43973,45
814186,43988,10
814188,44615,620
814198,43732,32
814222,43977,10
814224,43773,25
814249,43983,40
814524,44663,320
814633,44622,1330
814668,43811,8
814670,45786,20
814675,45715,35
814706,43787,10
814771,43837,15
814924,44644,145
814969,44688,26
815011,44643,123
815093,44680,162
815277,44427,19
815283,44657,40
815287,44460,2413
815872,44669,88
816021,44001,498
816193,44057,1231
816214,44041,1040
816270,44011,1166
816589,44077,567
816613,44202,1875
816628,44022,43
816660,44023,40
816676,44146,874
816683,44288,38
816757,44485,630
816766,44062,17
816767,44081,234
816789,44060,204
816831,44236,2460
816877,44086,6
817072,44481,324
817285,44072,21
817307,44240,750
817353,44234,20
819218,44035,16
819247,44044,264
819391,44050,36
819392,44074,140
819396,44124,516
819398,44110,2244
819415,44119,918
819432,44112,578
819487,44826,35
820164,44117,17
820344,44143,56
820749,44118,272
820973,44851,252
820991,44275,132
821361,44837,24
821425,44108,2244
821442,44144,1796
821476,44105,4250
821493,44109,5355
821510,44111,6069
821527,44128,2448
821551,44102,6817
821568,44135,3944
821619,44113,3179
821653,44107,4010
822215,44103,1088
822742,44104,1139
823320,44120,3009
823371,44106,1122
826652,44127,510
829168,44122,163
830134,44115,85
831459,44125,374
831588,44129,187
838606,44114,119
840243,44286,330
840500,44131,294
840664,44130,289
840695,44134,221
841499,44203,360
841531,44215,7
841538,44216,552
841562,44254,40
841566,44230,56
841568,44333,603
841576,44314,1600
841584,44256,1379
841591,44320,1088
841599,44319,736
841701,44212,588
841923,44276,22
841970,44645,45
842254,44866,3
842890,44618,96
842900,44313,1888
843691,44301,1416
843699,44310,1432
843715,44705,1742
843728,44305,1848
843744,44709,1794
843765,44312,2082
843773,44718,1339
843799,44685,1008
844283,44308,40
844380,44311,416
844417,44302,440
844457,44303,536
844545,44641,1100
844685,44306,1208
844845,44307,376
844973,44304,200
848320,44721,1248
848346,44707,377
848359,44708,2821
848372,44703,923
848561,44714,1066
848691,44706,1521
848821,44710,1105
849185,44666,9
849264,44704,195
850872,44702,26
852084,44613,126
852362,44411,48
852822,44612,144
853490,44890,250
853499,44865,144
853594,44878,9
853891,45347,21
853902,45320,99
853905,47374,637
853931,47353,150
853946,45011,511
853970,45056,390
854063,47330,200
854083,45311,96
854347,47012,20
854558,47325,12
854615,45067,352
854955,45069,160
855992,47393,20
857271,45458,612
857354,45036,592
857398,45044,1020
857413,45042,585
857428,45005,641
857618,45040,392
858285,45039,7
859314,45152,28
859333,45066,112
859344,45241,20
859489,45050,240
859531,45068,54
861097,45459,662
861660,45449,126
861800,45345,27
861803,45327,78
862285,45338,54
862291,45331,2001
862314,45378,9
862335,45309,140
862640,45148,14
862654,45370,18
862749,45612,24
863000,45308,84
863060,45318,286
863311,47390,36
863343,47394,140
863808,45390,45
864116,45333,24
864124,45440,114
865250,45322,214
865824,45426,54
865992,47371,22
866160,45862,45
866165,46733,80
866175,46740,26
866208,46711,2
866322,45772,6
866338,45681,1
866841,45808,2
866879,45887,32
866903,46011,220
867103,46012,160
867123,46013,180
867293,46016,190
867443,46017,70
867513,46001,84
867525,46032,62
867529,46033,46
867530,46034,18
867548,47981,6
867550,46041,140
867564,46052,360
868211,46074,620
868282,46039,5
868287,46065,12
868293,46064,100
868303,47356,45
868318,46140,470
868328,46123,572
868446,46147,51
868606,46970,95
868626,46062,35
868723,46994,4
868735,46936,8
868774,46168,191
868785,46926,12
869037,46236,24
869179,46167,18
869419,46280,3
869426,46226,8
869787,47362,198
869793,47351,6
869869,47384,16
869978,46104,19
870003,47334,3
870006,47203,405
870021,46173,96
870033,46105,12
870050,46938,20
870061,46122,240
870091,47872,99
870100,46135,60
870134,46128,18
870158,46165,2
870159,46121,24
870226,47240,192
870290,46118,76
870365,46133,13
870499,47859,12
870802,46115,30
871373,47460,165
871385,46151,225
871396,46120,36
871422,47868,8
871435,46158,92
871667,46157,21
872033,46952,336
872057,46953,168
872105,46928,24
872599,47965,16
872615,47342,8
872623,47396,24
872627,47338,3
872630,47320,60
872669,46143,949
872692,47401,702
872710,47404,171
872728,47403,351
872817,46160,50
872867,47468,52
872885,47408,135
872939,46142,377
873162,46131,1363
873249,46227,3
874245,47448,72
874966,47201,990
876261,46259,1
877438,47283,16
877618,47024,10
877686,47346,12
877883,47232,6
877968,47431,4
878027,46307,114
878051,46320,30
878167,46322,150
878297,46323,90
878387,46324,55
878442,46327,10
878452,46341,40
878492,46342,110
878587,46348,5
878592,46356,170
878712,46360,28
878719,46368,168
878885,49120,180
878897,46391,15
878911,49107,72
878995,46532,4
878999,46382,1
879020,46536,12
879101,46534,36
879133,49127,42
879181,46563,156
879205,47978,15
879214,47960,210
879228,46539,8
879232,46580,112
879316,46506,15
879326,46507,63
879397,46975,130
879456,46526,108
879510,46528,81
879659,46910,16
879778,46567,77
879819,46538,14
879833,46582,32
879848,46542,15
879871,49130,15
879956,46543,8
879964,46553,3
879992,46767,4
880016,46761,6
880077,49098,16
880110,49067,6
880112,49072,15
880119,49032,10
880149,46750,56
880186,46701,11
880204,46702,10
880241,46738,20
880283,46714,25
880314,46783,18
880383,47359,7
880395,46914,4
880415,47336,8
880461,47980,5
880780,47102,28
880858,47138,18
880886,47454,28
880890,47167,95
880909,47421,322
880938,47446,105
881321,47462,7
882336,47424,60
882396,47471,16
882412,47833,7
882421,47443,14
882478,47838,24
882503,47501,126
882629,62439,102
882638,47546,44
882660,62417,105
882742,62863,202
882777,62410,6
882811,47567,26
882886,47670,54
882978,47649,18
882996,47874,8
883022,47993,8
883026,47932,187
883070,47969,6
883098,47842,240
883430,62441,84
883466,61944,231
883502,61834,45
883528,61832,360
883566,62477,6
883572,61846,40
883758,47918,8
883930,61858,45
884009,62442,5
884020,47977,3
884023,60953,210
884083,62413,3
884089,48001,25
884114,48040,56
884170,48041,24
884194,48047,170
884299,48049,8
884307,48062,195
884476,48063,15
884556,48071,56
884558,48089,603
884567,48088,144
884576,48085,210
884591,48093,207
884710,48084,180
884758,48083,195
884773,48091,378
884782,48092,189
884911,48098,240
887080,48094,90
887152,48095,72
887224,48097,2
887271,48103,8
887396,49236,144
887420,48130,398
887462,48381,75
887551,48169,32
887581,48158,378
887857,48137,2
887859,48430,36
887889,48451,231
889023,48306,52
889075,48307,208
889192,48315,18
889210,48316,24
889312,48317,69
889366,48329,20
889376,48346,146
889522,48348,146
889665,48356,90
889755,48357,70
889834,48371,60
889882,48380,105
890032,48383,30
890057,48386,60
890112,48422,18
890130,48506,24
890148,48433,112
890150,48458,108
890153,48446,26
890171,48455,5
890195,48463,10
890247,48412,12
890251,48744,36
890255,48741,100
890275,48461,30
890356,48328,35
890382,48435,12
890394,48746,60
890418,48421,12
890429,48428,6
890456,48363,18
890511,48867,16
890519,48872,260
890553,48473,2
890554,48415,15
890569,48417,4
890574,48457,210
890588,48418,32
890620,48450,126
890718,48722,45
890733,48604,10
890829,48623,48
890930,48866,26
891035,48436,1
891124,48767,52
891166,48611,153
891234,48658,24
891238,48637,12
891242,48847,100
891258,48801,891
891280,48642,672
891308,48906,1295
891329,48640,812
891368,49756,168
891375,48621,200
891400,48636,3
891401,49709,225
891571,48657,184
891728,48858,2316
891875,48808,189
893400,48659,66
893527,48706,5
893558,48625,936
893649,48632,39
893653,48634,4
893857,48854,469
893864,48912,721
893889,48895,99
893899,48766,7
893988,48911,1134
894148,48910,1960
894214,48701,16
894269,48721,1
894270,48740,56
894316,48813,390
894481,48815,44
894525,48846,64
894529,49073,90
894538,49316,232
894546,49331,260
894556,49058,224
894563,49302,40
894669,48917,889
894753,48915,658
894767,49251,48
894894,49201,952
895069,49285,48
895746,48933,77
896303,49333,38
896405,48875,341
896495,48881,4
896804,49546,4
896892,49325,9
897142,48897,12
897287,48850,132
897299,48838,552
897322,48851,42
897388,48877,70
898296,49310,14
898675,49322,2
898677,49096,9
898722,48618,9
898760,49343,6
898761,49202,680
898795,49203,1394
899577,49230,168
901065,49306,130
901105,49002,162
901281,49012,22
901303,49013,65
901368,49024,210
901488,49026,16
901496,49011,33
901529,49034,8
901533,49068,300
901602,49037,84
901787,49052,32
901885,49419,105
901900,49057,55
901930,49064,32
901938,49328,20
901942,49079,45
901958,49078,20
902021,49423,208
902050,49070,8
902069,49406,32
902119,49224,253
902267,49083,208
902659,49045,10
902679,49348,48
902763,49237,60
903080,49220,20
903305,49241,11
903406,49287,29
903691,49304,54
903835,49338,22
903857,49345,171
904046,49401,84
904058,49412,200
904120,49544,6
904245,49534,36
904379,49509,279
904388,49548,108
904397,49418,72
904452,49519,207
904593,49525,6
904599,49410,4
904828,49456,132
905295,49424,352
905487,49461,56
905869,49455,36
905905,49730,48
905909,49615,96
905912,49612,5
905949,49649,69
905995,49651,644
906009,49635,91
906142,49665,432
906224,49690,290
906234,49670,115
906357,49768,7
906364,49868,8
906372,49759,96
906380,49930,15
906395,49854,3
906398,49837,30
906428,49887,6
906430,54121,30
906445,49893,33
906456,54519,8
906457,49931,6
906463,54554,2
906468,50125,910
906482,50170,240
906504,50006,10
906514,50036,471
906517,50009,1351
906524,54557,70
906541,50258,75
906572,50047,352
906587,50131,250
906621,50156,112
906625,50169,92
906689,50061,38
906719,50105,56
906916,50225,78
906974,50138,396
907037,54568,40
907061,50022,128
907093,50025,68
907121,50171,144
907151,50136,9
907211,50129,289
907257,50220,546
907352,50066,18
907508,50837,4
907512,50849,70
907539,50028,36
907615,50146,11
907626,50525,20
907677,50441,110
907754,50420,5
907759,50633,13
907895,50046,108
907959,50055,56
907968,50070,100
907982,50233,40
908040,50222,20
908045,50438,84
908176,50250,80
908201,51449,56
908257,50530,108
908275,50586,3
908278,50208,2310
908300,50139,6
908302,51455,12
908320,50122,30
908410,50238,35
908882,51537,123
908967,50830,15
909090,52211,140
909192,50272,10
909287,64471,4
909297,52361,250
909357,64424,35
909364,50652,45
909457,50680,9
909484,52571,12
909505,52544,1220
909839,50594,4
909857,50642,8
909865,50475,18
909877,50469,12
909883,55912,1176
909964,50478,12
909967,50436,162
910009,50453,20
910058,50435,8
910275,50616,64
910297,50628,4
910313,50522,8
910315,50636,21
910350,56036,12
910372,56009,35
910377,56097,104
910393,55951,16
910397,55909,81
910406,52134,16
910440,52136,17
910442,55975,243
910488,55926,20
910564,50574,24
910570,50565,4
910574,50554,4
910576,56031,330
910612,50563,8
910626,56181,16
910696,56143,238
910730,51450,25
910752,51301,253
911005,51012,84
911011,51058,18
911017,50619,55
911028,50665,27
911042,50677,551
911099,50659,14
911107,50606,76
911183,52142,18
911189,52141,42
911203,50671,9
911226,52042,12
911238,50648,6
911240,52349,135
911245,52302,2376
911269,52057,72
911287,50644,196
911360,50660,1
911418,52214,21
911524,52352,18
911724,50666,6
911901,50701,486
911910,50643,105
911925,50702,324
912035,52165,14
912077,50622,18
912095,50703,162
912114,50707,27
912435,50682,15
912906,52223,16
912928,52336,35
913018,52050,3
913095,52253,64
913296,52228,80
913829,50833,49
913843,50841,125
914209,51638,5
914214,51601,115
914219,51038,8
914235,51003,42
914256,51050,4
914258,51239,4
914274,51024,3
914322,51028,15
914325,51240,12
914329,51248,8
914333,51232,10
914347,57038,17
914368,51351,150
914518,51579,20
914526,51546,16
914550,68038,28
914578,56187,464
914618,56119,54
914679,56110,35
914829,51521,35
914864,51525,8
914872,51526,10
914882,51560,36
914900,51652,35
914914,51551,10
914919,51534,117
915033,68455,30
915048,51640,13
915056,68421,25
915066,68059,168
915165,68346,10
915190,68446,35
915197,52731,5
915202,52037,3
915205,52033,8
915209,52362,27
915218,53806,50
915243,52777,4
915247,52310,56
915275,52320,2
915285,61036,259
915327,52732,1920
915351,61230,75
915390,61252,384
915437,61028,27
915446,53803,56
915460,61041,33
915471,61285,8
915727,61242,24
916008,61275,16
916175,61257,24
916396,53813,132
916419,52216,28
916486,55921,112
916494,55919,48
916538,52151,28
916566,55939,30
916572,55965,100
916598,54626,8
916600,55974,8
916606,52170,7
916621,52641,756
916633,52353,1188
916749,52659,81
916800,52314,144
916840,52645,126
916849,52322,180
916999,52644,2
917106,52738,10
917188,52803,959
917195,52804,826
917202,52806,679
917216,52802,266
917237,52807,343
917251,52306,20
917373,52257,2
917379,52318,10
917510,61264,230
917520,52778,49
917919,52728,32
918311,52556,1292
918328,52585,143
918341,52236,7
919295,52533,35
919993,52649,57
920012,52537,190
920144,52651,4
920146,52584,10
920156,52626,112
920220,52601,3757
920509,62341,210
920745,62379,64
920753,52624,3
920794,52639,84
921114,52623,90
921129,52638,75
921144,62321,60
921154,61437,25
921267,61460,4
921269,61256,55
921280,61085,121
921333,52768,36
921868,52767,6
921874,61279,10
921879,61486,40
921903,53013,15
921908,53021,40
921918,53073,108
921964,53027,275
921975,53098,102
921981,53094,228
922029,53005,84
922113,53006,24
922137,53406,308
922149,53105,731
922183,53011,8
922201,53074,27
922303,53019,20
922313,53091,2
922324,53108,8
922349,53404,72
922374,53168,361
922393,53185,75
922419,53405,156
922460,53217,95
922471,53403,172
922487,53037,170
922508,53132,841
922554,53024,128
922599,53045,112
922611,53220,160
922681,53209,209
922761,53402,180
922875,53146,24
922879,53151,116
922887,53227,4
922891,53022,78
923120,53228,40
923192,53076,11
923354,53221,100
923427,53089,24
925950,53066,55
926334,53032,15
926335,53050,20
926386,53065,6
926482,53015,68
926550,53549,289
926603,53594,189
926646,53156,27
926907,53925,390
927012,53049,12
927138,54915,375
927144,54911,300
927150,54914,384
927189,54942,943
927476,54944,108
927556,53104,36
927565,53114,15
927577,53184,22
927579,53563,1024
927699,61073,675
927792,60098,1494
927875,60071,221
927901,53179,38
927920,60081,208
927989,53181,17
928068,60034,70
928087,53585,27
928121,53525,312
928534,60051,45
928535,60046,162
928555,60041,44
928757,60013,546
928949,60180,120
928976,60014,310
929703,60060,25
929870,53502,135
929900,53504,35
929914,61087,36
929923,53530,80
929942,53508,232
929959,53566,885
930043,53543,80
930063,53582,56
930070,53526,8
930072,53507,12
930144,53510,60
930380,61011,104
930467,53521,84
930495,61032,1143
930540,53523,168
930684,53531,108
930761,61060,28
930814,61019,30
931073,53593,1656
931109,53555,144
931185,53943,9
931188,53559,120
931362,53598,363
931406,53956,63
931415,53911,57
931768,53715,420
931789,53704,4851
931810,53719,3402
931873,53714,1722
931894,53716,1323
931915,53718,2814
932041,53713,756
932083,53703,1785
932104,53711,2940
933259,53705,1827
935503,53726,147
935734,53717,1197
939688,53901,240
939760,53910,72
939805,53960,35
939815,53928,6
939817,54968,306
939853,53964,147
939867,54634,85
939893,54923,324
939911,53934,198
940220,53952,255
940337,53950,68
940368,54002,351
940476,54767,117
940503,54889,10
940513,54822,98
940543,55056,198
940601,55032,52
940609,55079,23
940616,54020,10
940621,54733,12
940637,54829,72
940684,55033,1043
940718,54021,45
940748,54015,125
940788,54016,2717
941150,54025,470
941280,54028,64
941304,55128,1683
941313,55125,2456
941347,55082,495
941350,55001,80
941385,55129,2120
941421,54175,48
941425,54106,22
941481,54017,20
941491,54138,90
941678,55055,990
942674,55003,36
944511,54111,6
944514,54119,15
944519,54124,28
944523,54491,30
944528,54950,216
944629,54162,331
944659,54913,198
944671,54230,9
944689,54301,151
944729,54208,36
944823,54115,1
944824,54304,110
944827,54311,103
944875,54313,139
945164,54155,108
945244,54161,6
945265,54213,18
945278,54303,134
945292,54302,102
945510,54425,20
945515,54411,33
945531,54451,252
945549,54406,108
945561,54466,16
945563,54452,208
945643,54484,63
945650,54666,9
945659,54476,540
945875,54448,12
945950,54479,110
946018,54962,21
946021,54909,12
946063,54768,108
946072,54732,17
946173,54515,8
946211,54966,42
946217,54722,33
946250,54741,17
946272,54521,18
946290,54601,75
946360,54603,25
946385,54610,33
946407,55910,3
946410,55041,784
946438,54773,20
946470,54614,5
946475,54656,72
946506,54747,28
946532,54670,21
946582,54653,4
946586,55952,56
946593,55964,104
946601,55959,1
946602,55987,2
946634,54664,32
946684,54720,91
947003,54893,192
947049,54806,714
947199,54817,5
947204,54830,189
947233,54856,35
947332,55805,102
947335,55812,75
947446,55811,189
947449,55808,39
947452,55804,192
947461,55806,78
947479,55803,147
947491,55802,30
947512,55807,99
947530,55810,30
947581,55718,56
948236,54922,30
948248,54152,3
948251,54961,333
948292,54940,200
948441,54943,45
948487,55005,70
948549,55011,180
948597,55008,1644
949005,55025,252
949014,55092,378
949059,55038,260
949679,55371,1440
949715,55303,60
949766,55024,3504
950247,55063,46
950252,55031,77
951071,55044,1708
951138,55963,114
951241,55049,36
951346,55306,340
951354,55337,1232
951370,55068,76
952424,55065,18
952789,56096,112
952810,56017,34
952827,56069,407
953278,55088,24
953286,55352,117
953299,55378,612
953302,55425,504
953311,55112,240
953400,55423,2508
