,zip_code,zip_freq
131024,15931,10
131025,15537,24
131030,16648,14
131033,15522,105
131094,15554,6
131097,15940,5
131102,15946,36
131117,16635,2
131119,16625,1
131120,16637,2
131121,15924,5
131122,16695,8
131130,16673,1
131138,15956,6
131142,15921,4
131145,16630,4
131176,16602,56
131196,15936,8
131492,15954,5
131509,15909,72
131587,21545,5
131598,16678,1
131603,17267,7
131604,21502,1662
131620,15545,5
131629,15535,2
131630,21555,6
131632,25434,60
131636,17264,5
131637,21750,135
131716,21766,3
131733,26753,11
131743,21557,7
131869,21530,3
131924,26763,273
132245,26757,70
132350,21529,10
132432,17255,7
132452,15618,1
132453,15774,11
132454,15725,7
132461,15681,6
132462,15717,56
132470,15732,2
132474,15747,4
132479,16250,4
132503,16249,2
132505,15701,62
132506,15748,7
132508,15731,6
132533,16646,21
132540,15759,4
132542,15714,5
132543,15722,2
132546,15801,19
132548,15767,36
132550,15744,30
132565,15851,10
132567,15825,55
132577,16640,1
132585,15715,2
132587,15865,8
132598,15922,1
132599,16601,91
132634,15724,1
132635,15728,2
132643,16222,18
132661,16256,1
132663,15772,3
132665,16692,6
132678,15742,2
132681,16838,2
132689,15961,1
132690,16863,1
132727,15824,12
132733,15840,3
132756,15828,1
132757,15864,12
132772,16259,10
132785,15853,21
132793,16242,4
132799,16248,2
132802,16230,1
132846,16661,2
132848,16830,57
132862,16620,1
132863,16833,5
132864,16651,13
132884,16671,3
132888,16881,36
132915,16878,4
132952,15845,6
132954,15834,7
132956,16254,4
132957,16258,1
132958,16214,32
132967,16239,1
132979,16233,2
132996,15860,1
133000,16859,2
133001,16720,14
133009,16845,4
133010,16735,18
133020,16347,12
133026,16836,1
133027,16839,4
133028,16829,16
133032,16849,1
133036,16834,2
133045,16858,9
133056,16866,76
133066,16666,15
133094,16821,2
133117,16617,16
133125,16057,11
133127,16028,3
133128,16232,9
133131,16049,40
133145,16374,2
133162,16127,4
133166,16323,957
133255,16334,3
133290,16342,3
133293,16362,60
133889,16314,10
133890,44082,16
133892,16424,18
133893,16316,19
133897,16335,153
133900,44093,7
134017,44483,1189
134035,44410,435
134108,16125,161
134157,44003,142
134169,16406,5
134182,44428,9
134183,16433,4
134877,44047,748
134933,16301,94
134969,16343,3
134972,16317,3
135034,16346,54
135084,16341,12
135096,16351,1
135122,16344,2
135125,16329,4
135211,16313,6
135335,16434,4
135336,16403,15
135337,16412,20
135345,16435,8
135373,16401,220
135428,16411,4
135429,44004,219
135430,16443,8
135431,16417,193
135437,44030,111
135534,16410,7
135625,16423,126
135657,16506,510
135662,16415,1050
135803,16508,560
135813,16502,440
135853,16507,205
135868,16505,350
137663,16611,48
137687,16686,72
137703,16877,7
137704,16652,26
137708,17066,10
137725,17004,72
137753,16870,38
137758,17051,9
137759,17044,288
137765,16669,13
137780,16828,19
137781,16823,497
137786,16801,164
137788,16803,117
137820,16827,17
137824,17084,27
137839,16875,8
137890,16851,4
137984,16844,32
138016,17238,8
138020,17233,23
138032,17236,34
138044,17224,8
138083,17764,5
138088,16820,2
138090,16854,4
138091,17844,12
138102,16826,7
138109,17751,13
138110,17747,4
138111,17745,36
138127,16853,2
138139,16841,81
138314,17099,9
138333,17009,16
138347,17063,15
138350,17812,2
138410,17841,6
138460,17842,15
138510,16912,9
138511,16932,3
138515,16917,22
138530,16930,15
138569,17724,65
138595,17740,10
138598,17776,14
138606,16938,5
138646,17721,2
138691,17003,30
138694,17086,22
138705,17045,27
138708,17023,8
138709,17968,3
138712,17032,60
138716,17061,176
138736,17020,31
138737,17870,12
138738,17112,1440
138766,17007,87
138781,17059,8
138783,17028,30
138785,17013,1440
138809,17011,302
138875,17006,1
138876,17098,114
138892,17881,3
138893,17853,6
138901,17078,855
139135,17036,137
139136,17057,1275
139151,17042,2139
139166,17545,91
139167,17038,75
139175,17033,160
139177,17022,678
139202,17046,1590
139461,17257,137
139462,17047,5
139463,17040,8
139464,17058,2
139466,17241,50
139468,17015,640
139486,17240,78
139523,17037,1
139629,17064,9
139956,17978,4
139957,17983,18
139982,17827,6
140000,17876,2
140004,17048,13
140053,17980,16
140084,17017,4
140214,17552,87
140505,17889,45
140514,17062,28
140516,17801,21
140537,17018,21
140541,17019,73
140615,17025,206
140621,17026,77
140663,19507,80
140671,17316,42
140672,17053,288
140680,17110,1660
140690,17109,830
140700,17404,2184
140707,17050,756
140721,17315,2296
140761,17055,780
140765,17070,182
140771,17111,1510
140785,17065,22
140796,17401,784
140803,17104,1220
140843,17365,55
140861,17325,378
140912,17408,1148
140919,17324,13
140921,17113,323
140944,17101,40
140954,17103,1090
140964,17350,38
141034,17339,41
141050,17403,1862
141172,17301,28
141211,17406,829
141267,17102,620
141284,17364,68
141321,17043,55
141426,17370,30
141497,17360,43
141543,17372,15
141671,17034,21
141790,17362,300
142821,17345,792
142904,17068,20
143145,17407,44
143332,17331,3553
145837,17073,15
145853,19567,50
145930,17087,130
145973,17963,145
145978,19551,23
146109,17067,37
146213,19506,21
147553,17094,4
147568,17074,120
147723,17088,2
147724,17543,187
147919,17347,30
147939,17554,58
147969,17538,33
147986,17601,3168
147999,17512,1620
148014,17602,3069
148071,19540,39
148072,19609,220
148076,17578,28
148078,19607,405
148082,17517,426
148099,19610,257
148118,17557,140
148132,17522,282
148140,17540,108
148143,17501,216
148186,19533,25
148232,17547,410
148328,17520,42
148419,17603,4928
148454,19608,366
148467,17572,8
148502,17579,126
148519,19565,45
148560,17569,22
148758,17527,18
148824,19605,443
148943,17508,9
149016,17529,27
149606,17562,49
150305,17502,44
150498,17581,3
151397,19601,364
152028,19560,200
152033,19541,8
152170,19555,15
152304,19526,304
153208,17560,34
153210,17954,44
153212,17820,11
153247,17961,28
153248,17921,255
153265,17901,222
153267,17815,48
153268,17551,201
153271,17872,13
153272,17851,35
153279,17834,3
153297,19310,19
153298,17964,1
153318,17976,110
153323,17566,37
153326,17866,1
153329,17981,33
153332,17584,24
153344,17509,24
153347,17972,37
153372,17935,7
153373,17931,16
153386,17974,2
153446,17922,391
153516,18631,2
153539,17948,9
153612,17967,5
153660,17965,8
153962,17930,2
153969,17959,16
154109,17888,2
154678,17201,126
154684,17202,125
154734,17857,4
154736,17214,6
154737,20180,64
154738,21769,1410
154753,17320,1020
154770,21703,1440
154775,21702,1320
154780,21774,1248
154788,21701,1875
154799,21740,884
154801,21783,34
154802,21713,63
154803,21755,561
154828,21793,88
154835,21704,840
154904,21722,18
154905,17222,759
155028,17225,201
155081,25427,134
155167,17237,12
155228,20871,1379
155237,21719,44
155246,21773,28
155256,17307,33
155257,21742,556
155276,21788,69
155284,20872,498
155359,21727,18
155405,17343,2
155411,17268,710
155479,21791,27
155493,21770,168
155733,21771,549
155877,21780,7
155893,21777,28
155980,17353,22
156155,21710,58
156703,21798,46
158040,25405,707
158047,25413,328
158058,25404,987
158085,25419,63
158086,25428,356
158094,22601,2478
158108,22655,179
158116,22602,3262
158133,22656,45
158151,22603,966
158251,25401,644
158296,25403,756
158317,21795,184
158396,22637,22
158808,25422,17
158816,25443,50
159575,80122,162
160973,17582,5
160974,21050,230
160987,19362,12
160988,17363,68
160989,21161,68
160993,17322,100
161004,17356,119
161005,17313,51
161019,17304,9
161044,17340,73
161130,17402,1345
161137,17361,180
161142,17321,5
161143,21053,24
161156,17314,264
161175,17327,82
161196,17349,38
161227,17368,108
161357,17366,363
161394,21120,29
162616,17344,8
162866,21034,85
163133,21733,27
163145,19363,1005
163160,21015,189
163161,21084,37
163162,21132,9
163174,21014,206
163191,21911,96
163215,21047,219
163246,21734,6
163460,21013,216
163469,21030,108
163470,21009,738
163474,21117,286
163478,21087,88
163482,21078,169
163484,21131,208
163565,21136,195
163579,17329,60
163587,21001,1392
163671,21152,68
164039,21028,51
164102,21085,212
165446,21102,810
165824,21074,130
165902,21787,66
165926,21158,693
166235,19320,602
166331,19606,802
166335,19543,165
166349,19604,616
166357,19611,76
166361,19602,248
166472,19508,57
166599,17536,36
166661,19365,25
166720,19330,30
166772,21157,1302
166799,19343,29
166800,21904,46
166802,19372,8
166808,21921,2176
166816,21903,210
166836,19352,35
166837,19335,267
166890,19518,110
166904,19465,72
166942,21901,147
167004,19390,72
167031,21914,22
167728,19520,13
167792,19522,57
167943,19510,36
169399,17701,104
169463,17702,5
169468,17754,6
169472,17856,3
169473,17772,2
169474,17752,44
169485,17756,4
169497,17737,6
169500,17777,6
169561,17814,126
169603,18614,2
169618,17837,126
169626,17821,645
169693,17859,20
169727,17846,8
169735,17847,48
169779,17886,2
169933,18833,10
169939,17855,8
169944,18655,6
170624,18603,50
170630,18249,14
170638,18635,4
170675,17944,1
170676,18707,68
170677,18617,5
170678,18618,14
170679,18612,276
170687,18202,74
170697,18248,4
170718,18250,13
170727,18218,22
170729,18232,36
170748,18252,30
170753,17960,8
170755,18214,8
170838,19529,51
170889,19534,5
170896,18240,17
170900,18231,5
170916,18237,16
170917,18201,302
170926,19530,29
170989,18255,19
170991,18224,78
171011,18229,47
171015,18011,7
171065,18014,56
171086,18015,206
171205,18017,130
171295,18018,125
171375,18020,135
171505,18036,37
171506,18067,38
171508,18103,217
171512,18052,128
171516,18049,31
171521,18042,351
171528,18951,188
171539,18109,40
171543,18102,240
171561,18055,17
171574,19539,18
171575,18073,54
171576,18062,19
171579,19464,244
171580,18037,6
171604,18054,12
171605,18104,112
171609,18032,9
171622,19512,53
171643,19505,17
171654,18064,38
171656,18101,16
171660,18031,11
171669,19525,186
171684,19473,68
171685,19468,107
171698,18076,21
171710,18053,8
171714,18235,147
171715,18071,21
171716,18080,62
171815,18045,130
171958,18072,42
172136,18041,16
172264,18078,5
172265,18066,3
172266,18088,11
172488,19503,2
172520,18056,4
172765,18087,1
172880,18330,71
172882,18210,182
172992,18353,69
173047,19562,5
173073,18091,10
173074,18058,10
173124,18610,63
173133,18331,14
173257,19438,78
173261,18964,59
173264,18969,124
173269,19426,131
173270,19460,226
173278,18960,64
173280,18944,147
173328,18917,54
173540,19475,117
173543,19446,194
173556,19440,224
173673,19453,14
173926,18914,125
174074,18354,7
174131,18661,81
174165,18321,9
174220,18326,67
174254,18332,44
174259,18344,52
174262,18350,69
174278,18426,152
174281,18424,52
174283,18445,19
174297,18372,81
174340,18444,91
174424,18463,22
174506,18407,260
174558,18411,90
174578,18403,38
174579,18504,763
174585,18519,31
174587,18509,399
174594,18512,57
174601,18508,487
174608,18826,21
174611,18510,271
174617,18433,87
174637,18419,26
174647,18657,53
174648,18434,32
174656,18844,21
174678,18447,49
174704,18446,60
174724,18414,136
175025,18801,210
175355,18505,559
175373,18517,308
175771,18507,25
175796,18643,179
175806,18640,59
175807,18706,14
175808,18704,1286
175809,18702,40
175843,18518,100
175853,18641,120
175867,18705,177
175892,18642,15
175916,18651,407
175928,18708,38
175949,18709,12
176006,18623,11
176018,18634,77
176050,18629,4
176135,18822,6
176161,19454,107
176165,19040,70
176172,18901,328
176174,19401,414
176201,18936,3
176353,18976,208
176553,19422,81
176831,18974,33
177076,19406,77
181742,19405,361
186765,19341,65
187110,21915,20
188797,19963,1560
188812,19943,348
188830,19904,2072
188958,19960,450
188973,19936,1
188988,19946,24
188989,19938,570
189022,19962,847
189033,19952,92
189181,19954,40
189232,19979,32
189348,19934,102
189671,19941,30
190078,19933,216
190330,19950,338
192312,19731,2
192467,21912,20
192546,19953,12
192652,19964,6
192654,21651,105
192659,21649,5
192665,21668,11
192695,21913,3
192696,21635,49
192791,19930,73
192805,21861,7
192806,19947,1060
192862,19939,44
192863,19940,99
193083,21801,780
193088,21632,38
193089,21875,156
193092,19973,180
193136,19966,476
193159,21830,260
193197,21804,1030
193212,21874,6
193226,21837,17
193249,21643,34
193275,19956,410
193497,21655,210
193731,21869,54
194013,19944,15
194020,19945,94
194371,19958,163
194550,19967,192
194762,21629,664
194802,21660,105
194805,21607,4
194837,21639,189
194848,21623,60
194857,21645,7
194891,21644,3
194919,21620,224
195022,21617,355
195028,21601,1720
195141,21657,5
195224,21628,5
195565,19968,1024
195821,19970,214
195839,19975,97
195841,20001,9702
196417,20002,11322
196435,20003,5598
196885,20004,828
197371,20005,2682
198001,20006,108
198055,20866,69
198056,20708,780
198066,20735,4632
198090,20744,729
198093,22101,1450
198098,20910,204
198099,20706,143
198103,20601,390
198105,22315,3504
198117,20906,473
198118,20874,2309
198124,22209,3287
198143,22302,2436
198155,22042,249
198156,22102,1457
198161,20603,504
198163,20721,386
198166,20747,175
198186,20878,465
198187,20817,732
198190,20707,1720
198200,20011,6840
198218,22207,4959
198237,20009,10998
198255,20902,267
198256,20010,4968
198274,22305,1164
198286,20016,5238
198322,20815,273
198323,22201,5605
198342,22203,3971
198361,20008,4248
198379,20007,5994
205967,20616,61
205968,20785,183
205969,20020,4284
205987,20705,111
205989,22304,4692
206004,20037,4050
206022,20877,165
206023,20774,401
206024,20748,188
206045,20720,411
206048,22309,2868
206078,20879,164
206117,20794,128
206140,20032,1782
206176,20903,60
206177,20782,198
206205,22066,480
206240,22046,99
206284,20613,184
206322,22182,1449
206371,20745,138
206372,20832,556
206376,20743,256
206396,20784,134
206399,20019,5346
206417,22043,177
206418,20905,82
206419,22314,5208
206431,20770,113
206432,20724,1380
206500,20036,1800
206536,20783,178
206592,20723,1740
206602,20018,2988
206694,22003,1134
206697,20912,88
206703,20854,1044
206730,20895,870
206871,22031,2250
206899,22310,2880
206972,22041,194
206986,20746,134
206988,20814,669
207027,20607,69
207049,20850,2619
207079,22202,2128
207098,20012,1026
207211,22180,1746
207239,20852,2228
207313,20737,610
207411,22307,1548
207423,22181,1395
207444,20772,347
207498,20024,2556
207633,20740,200
208016,20017,2844
208205,22205,2109
208413,22206,3401
208450,20712,22
208537,20695,430
208596,22027,27
208772,22044,67
208853,20901,190
208901,22152,4936
209175,22303,1584
209493,20769,26
209700,22204,5453
209805,20015,1782
209934,22150,2562
210328,22308,1536
210346,20816,339
210398,20904,203
210718,20781,52
210992,22312,2304
211022,20833,46
211177,20886,264
211441,20602,416
211447,21046,1875
211711,20818,13
211740,22079,428
211817,22301,1608
212315,20861,90
212435,22306,2184
212839,20759,592
212947,20640,76
213065,20855,436
213295,22311,792
213356,20851,738
213548,20763,51
214236,20853,1719
214647,20876,798
215104,20710,32
215504,20722,201
215680,20715,468
216092,22213,684
216796,20841,50
218245,20882,92
220434,22151,1827
221792,22032,1870
223417,21045,3735
223689,20868,12
226403,20880,4
227954,20190,264
229225,20191,300
231255,20777,170
236545,20194,163
245756,22153,5250
250903,21636,21
252454,22015,948
259470,20165,3014
259694,22192,900
259800,22124,187
260003,22060,11
260009,22030,3330
260027,20716,423
260062,22125,9
260085,22039,124
262635,22191,746
262977,20105,225
263012,20109,324
263014,20110,692
263026,20111,328
263089,20112,366
263169,20117,185
263244,20169,220
263245,20132,402
263246,20141,81
263247,20115,564
263259,20119,21
263262,20120,1290
263267,20121,1120
263452,20124,1200
263800,20184,7
263823,20176,2555
263846,21716,570
263852,20175,2058
263859,20147,1443
263913,20148,1078
263955,20130,33
263994,25425,224
263996,22611,174
264050,25414,184
264267,20136,531
264446,20198,22
264531,20155,1296
264545,22642,583
264559,25438,65
264616,22630,250
264659,20158,420
264687,21758,144
264886,20197,100
265105,22645,435
265217,22620,46
265242,20166,935
265462,20152,246
266019,22623,9
266074,22639,20
266077,22610,32
266337,20837,43
267136,20187,795
267141,22734,87
267171,22193,852
267190,20170,771
267204,20171,1186
267250,20151,99
267342,20164,2981
268033,22728,294
268054,20181,60
268976,22556,1044
269026,22033,2920
269087,22025,165
271085,22172,71
272147,22712,64
272156,20186,520
272392,21044,4065
272422,22026,129
272423,21075,199
272424,20646,585
272428,22443,149
272686,22485,219
272704,21043,229
272715,21133,118
272716,21042,214
272766,20637,189
272771,20664,192
272856,21036,270
272881,21784,357
272904,20675,17
272927,21738,286
272968,21163,270
272980,20659,730
273017,21029,638
273129,20622,40
273212,21208,332
273294,21797,192
273333,20625,12
273336,21244,156
273422,20693,20
274026,22554,2052
274088,20617,11
274608,21776,28
275008,20658,9
275517,21228,226
278232,21076,1705
280036,21113,258
280273,22747,180
280387,22627,14
280437,22701,311
280520,21756,29
280521,25442,16
281231,21144,404
281787,21207,276
281962,20608,4
281966,22520,35
281967,20653,229
281968,22469,10
281969,20636,256
281973,20657,228
281978,20619,628
281983,20650,116
281994,20612,8
281998,20736,55
282002,20714,44
282023,20639,101
282024,20754,168
282028,20615,3
282041,20678,78
282056,20732,97
282061,20620,56
282251,20624,3
282286,20676,38
282303,20690,14
282708,20688,20
282821,20751,20
282923,20674,12
282955,21648,189
282976,20680,10
282977,21634,6
282978,20764,57
283005,22473,25
283008,22435,2
283018,22460,3
283033,22432,4
283034,22572,64
283044,21613,1956
283081,21622,4
283218,22535,15
283230,20776,54
283744,21037,890
283760,21403,669
283821,21108,297
283835,21061,227
283843,21213,412
283845,21224,1266
283850,21202,252
283852,21229,612
283856,21216,386
283858,21222,505
283866,21230,988
283868,21217,280
283870,21231,368
283956,21821,17
284058,21226,74
284076,21205,160
284080,21054,83
284087,21223,270
284091,21227,171
284093,21221,657
284104,21201,118
284112,21237,703
284116,21032,68
284125,21218,560
284144,21206,648
284152,21060,282
284256,21225,984
284281,21146,159
284315,21122,1287
284460,21211,304
285091,21114,546
286043,21215,398
287841,22405,2009
288074,21666,399
288330,21012,795
288338,21214,340
288346,21401,840
288374,21409,444
288380,21140,23
289338,21212,420
289385,21219,36
289444,21239,192
289554,21209,224
289786,21234,881
289860,21210,130
290289,21286,177
291168,21153,10
292553,21071,6
292620,21040,1392
292650,21162,17
292669,21220,504
292695,21236,304
292704,21658,30
292751,21661,28
292759,21619,1280
292808,21638,52
292817,21678,27
293349,21128,68
293799,21610,5
294786,21204,94
296512,21654,240
296867,21673,36
297199,21625,48
297780,21840,10
297782,21817,59
297786,21853,52
297837,21631,14
297847,21871,63
297866,21664,4
297869,21865,5
297896,21856,14
297925,21814,1
298243,21782,150
298723,21849,16
298749,21826,255
298782,21813,24
298797,21822,70
298827,21829,2
298828,23415,4
298829,21851,45
298830,23356,11
298835,23336,10
298836,21863,98
298990,21864,33
299096,21811,1147
299478,23416,1
299491,21841,143
300405,21842,1924
300421,21850,36
300989,21872,6
301347,23442,2
302208,22401,1232
302215,22406,1547
302229,22407,3542
302467,23117,468
302471,22960,472
302479,22542,17
302486,22508,657
302763,22427,294
303750,23093,249
304106,22567,260
304296,22408,1687
305071,22480,66
305107,22560,29
305109,23126,36
305265,23069,187
305276,22482,13
305281,23149,41
305284,22576,18
305285,23181,573
305298,22503,330
305309,23175,21
305310,23086,27
305314,23079,8
305317,22514,195
305645,22580,34
305896,22657,324
305934,22578,27
305947,22835,315
305952,22652,20
306002,22740,5
306003,22749,32
306071,22644,12
306072,22810,24
306073,26851,10
306081,22664,282
306129,22851,225
306183,26704,275
306199,22844,216
306207,22853,22
306213,22824,204
306315,22847,3
306369,22842,68
306457,22660,6
306701,22709,21
306722,22738,30
306725,22973,72
306726,22715,4
306727,22923,68
306729,22968,123
306730,22911,502
306732,22942,108
306739,22713,84
306769,22727,735
306872,22849,235
306925,22901,560
306941,22947,203
306966,22972,40
307342,22827,378
307741,22940,9
307755,22936,26
307802,22974,705
308098,22801,624
308138,22802,176
308188,22812,168
308192,24471,6
308194,22821,360
308242,22840,68
308319,22815,117
308614,22834,8
308616,24486,18
308639,22832,8
308701,22841,15
308702,24467,9
308752,24441,64
308906,22831,9
309052,24482,243
309063,24401,939
309067,22952,20
309069,22980,1415
309101,26836,75
309135,24431,10
309152,24437,4
309161,24421,66
309178,22939,45
309286,22920,55
309333,24477,79
310019,22903,503
310136,23921,14
310138,22967,186
310145,24521,126
310151,24553,20
310162,22971,20
310164,24562,5
310169,22969,24
310173,22932,155
310288,22902,420
310348,22958,53
310371,22959,13
310400,24590,270
310433,22937,9
310770,22943,52
310912,22946,12
310978,24416,120
311099,22963,1719
311625,24572,78
312333,23936,18
312344,23123,7
312365,24440,552
312790,23002,41
312794,23005,3060
312998,23015,32
313008,23061,285
313010,23141,81
313013,23185,3790
313023,23188,3797
313149,23124,113
313190,23692,140
313194,23072,80
313195,23693,196
313199,23666,770
313210,23602,101
313226,23043,28
313229,23662,34
313392,23139,540
313398,23063,44
313400,23038,135
313435,23040,152
313472,23027,7
313478,23076,2
313488,23056,16
313544,23109,34
313564,23128,11
313591,23690,52
313639,23608,89
313709,23696,18
313781,23601,41
313783,23062,10
313833,23066,9
313940,23030,36
314125,23070,9
314311,23111,1325
315753,24435,204
315901,24450,846
315999,23310,19
316002,23153,76
316010,23039,5
316012,23838,535
316017,23294,858
316030,23224,3575
316043,23113,584
316065,23832,1955
316070,23236,3458
316083,23114,532
316090,23060,783
316105,23233,2210
316118,23112,2180
316122,23226,2457
316137,23508,64
316139,23663,253
316161,23669,814
316194,23509,42
316218,23505,46
316220,23518,60
316233,23510,30
316237,23455,25
316251,23504,60
316253,23320,216
316257,23661,385
316268,23503,48
316346,23059,690
316403,23238,2132
316416,23502,72
316441,23664,253
316452,23324,80
316484,23513,68
316529,23517,14
316578,23523,10
316709,23507,22
316771,23704,124
316837,23607,28
316917,23464,44
317069,23325,32
317664,23228,3094
317683,23803,4204
317704,23234,4095
317742,23225,3588
317755,23230,1222
318317,23235,3679
318554,23221,1456
318892,23192,294
318912,23885,36
322712,23146,117
323908,23901,100
323931,23922,5
323946,23930,3
323966,23966,14
324176,23603,12
324654,23150,106
324655,23223,6097
324668,23227,1950
324722,23231,4160
324735,23116,1530
324833,23222,3458
328377,23605,40
328405,23606,35
329122,23860,1390
329166,23831,4784
329198,23834,380
329358,23220,3120
329413,23219,247
329442,23836,2608
329532,23237,2392
330582,23875,59
337126,23883,11
337348,23301,1
337349,23418,2
337351,23417,10
337422,23314,120
337433,23435,35
337435,23430,144
337626,23432,1
337757,23308,3
337759,23421,4
337763,23410,2
337943,23306,2
337945,23350,4
337959,23837,24
337965,23878,1
337967,23437,4
337968,23434,60
337969,23851,290
338002,23487,22
338207,23322,228
338327,23323,200
338472,23701,92
338477,23452,39
338479,23462,64
338482,23456,54
338484,23454,33
338487,23866,4
338530,23321,160
338734,23707,56
338738,23451,53
338739,23703,60
338756,23453,31
338811,27909,85
338816,23702,48
338915,27976,14
339232,27958,31
339824,23480,1
339826,23420,1
339827,23413,1
339830,23303,4
339882,23438,5
339926,23457,3
339937,27923,3
340065,23841,10
340107,23842,37
340110,23805,1729
340844,23821,6
340848,23824,16
340849,23970,27
340852,23919,24
340853,23872,16
340857,23850,4
340869,23868,42
340883,23920,2
340887,23827,1
340888,23867,14
340889,27855,21
340897,27820,60
340912,23847,26
340914,27890,15
340919,27870,34
340922,23890,380
340941,23830,36
341798,27839,2
341807,23944,7
341825,23950,30
341831,23889,10
341852,23915,3
342844,23881,36
343066,23899,42
343096,23888,35
343123,27850,124
343233,27589,30
343271,27551,20
343315,23917,10
343337,27897,24
343349,23974,84
343378,27910,10
343395,27536,210
343425,23927,473
343436,27549,104
343451,27537,195
343488,27525,30
343494,23960,36
343507,24522,19
343509,23947,18
343522,23924,18
343527,27844,10
343563,27563,1
343576,27544,32
343581,27565,255
343698,27553,4
343730,23937,2
343910,23942,4
344065,23923,5
344067,24558,30
344069,24577,9
344071,24534,8
344073,24589,6
344080,24538,60
344107,24528,8
344112,23962,18
344138,24588,7
344139,24504,225
344159,23959,2
344161,24520,42
344201,24592,45
344217,27574,11
344249,24012,1254
344430,24569,2
344632,24065,31
344633,24017,780
344639,24101,268
344649,24175,82
344653,24179,530
344658,24019,990
344670,24018,1956
344676,24153,5016
344695,24015,816
344726,24016,282
344831,24083,54
344968,24014,870
344999,24013,414
345098,24064,144
345194,24095,23
345635,24122,18
346703,24077,18
347376,24174,3
348045,24328,9
348046,24333,16
348048,24171,35
348055,27030,12
348058,24343,24
348066,24055,70
348106,24084,360
348115,24134,32
348116,24301,700
348126,24347,8
348137,24149,21
348138,24136,60
348142,24141,81
348155,24073,352
348238,24324,36
348300,24124,31
348427,24060,320
348710,24133,4
348740,24381,49
348876,24090,69
348953,24066,138
349019,24067,64
349045,27016,6
349079,24112,325
349084,24089,4
349100,24078,35
349116,24540,510
349131,24541,600
349161,24531,24
349225,27288,20
349235,24162,6
349237,24151,144
349247,24085,20
349255,24422,45
349256,24426,374
349291,24121,110
349353,24091,112
349446,24474,35
349531,24555,18
349646,24102,32
349670,24380,22
349672,24087,28
349674,24088,10
349781,24448,2
349978,24527,1
350039,24148,91
350619,27320,2
351020,24740,162
351056,24312,2
351057,24360,8
351068,24127,78
351082,24523,371
351089,24526,3
351301,24315,14
351339,24712,11
351440,24137,15
351461,24139,2
351463,25843,21
351492,24161,1
351493,24563,8
351494,24517,12
351497,24176,14
351517,24551,192
351612,24557,12
351622,24202,72
351676,24210,21
351701,24211,12
351713,24216,4
351717,24230,15
351718,24279,6
351720,24244,8
351721,24277,8
351724,24219,15
351727,24263,66
351741,24293,7
351746,24226,2
351747,24656,3
351748,24260,3
351749,24225,34
351784,24614,3
351785,24256,1
351795,24228,3
351797,24201,189
351988,24266,45
352004,41522,3
352020,24641,22
352022,24340,5
352023,24609,4
352026,24273,12
352031,41537,6
352037,24245,1
352040,41501,234
352066,24243,4
352074,24251,12
352079,37869,8
352080,37873,5
352083,40823,24
352092,41572,7
352150,24236,18
352172,24248,85
352212,37660,55
352213,37664,57
352215,37663,26
352221,37665,14
352240,24258,1
352241,37620,468
352251,37615,176
352264,24637,1
352270,37642,39
352279,37617,13
352286,37645,77
352352,24271,1
352384,37656,2
352462,37618,27
352580,24290,1
352688,37659,41
352689,37601,220
352751,41527,25
352759,41514,10
352764,41503,3
353046,37694,2
353235,24281,75
353270,24354,264
353318,24348,98
353356,24651,6
353448,40831,33
353454,40806,24
353458,40810,2
353459,40865,2
353460,24314,2
353462,24635,6
353468,24739,54
353486,24701,52
353488,24605,10
353523,37857,84
353533,24613,1
353557,24350,5
353562,24382,29
353567,24330,3
353608,24319,2
353609,24326,3
353722,24368,1
353723,24378,2
353829,28675,198
353850,24430,20
353856,24459,5
353864,24445,66
353919,24465,42
353931,24458,6
353985,24439,45
354092,24574,105
354164,24501,360
354289,24503,270
354631,24502,505
355684,27573,5
355688,27572,6
355751,24586,43
355849,27583,27
355856,27302,14
355857,27305,48
355875,27291,1
355950,25882,1
355951,25832,7
355953,25865,3
355956,25839,2
355958,25817,1
355959,25918,5
355965,25827,20
355970,25813,20
355998,25601,56
356030,25121,1
356031,25801,55
356084,25880,26
356104,24901,6
356110,24910,4
356113,25862,7
356120,25136,44
356131,25015,10
356133,25085,1
356175,25311,336
356183,26681,1
356184,25309,36
356186,25314,424
356194,25064,45
356199,25143,17
356216,25303,58
356238,25901,56
356252,25193,3
356272,25313,117
356289,25302,304
356297,25213,45
356316,26651,6
356319,25045,3
356321,25130,63
356342,25053,75
356357,25009,2
356359,25508,6
356403,25071,15
356412,25301,40
356462,25276,44
356475,25033,16
356491,25541,112
356507,25070,1
356508,25320,41
356532,25312,65
356540,25526,20
356576,25081,4
356613,26151,4
356636,25306,16
356645,25304,120
356757,25387,61
356841,25524,3
357260,25202,1
357785,25159,2
358020,25537,1
358021,25510,4
358071,25187,2
358073,25106,15
358117,25271,70
358167,25523,3
358184,25840,55
358239,26147,12
358242,26601,36
358246,26624,2
358250,45686,10
358255,25550,34
358257,25287,2
358259,45631,28
358261,45623,3
358293,45614,6
358314,45771,16
358321,45760,24
358324,25260,14
358333,45769,20
358383,45620,2
358406,45770,11
358422,45678,5
358432,45710,60
358477,45723,1
358478,45701,374
358501,26101,393
358504,26133,24
358512,25275,6
358514,26181,342
358550,26164,5
358595,26180,24
358601,26150,15
358603,26351,8
358611,45714,76
358616,26104,240
358775,26755,25
358828,45669,34
358831,25504,14
358839,25705,208
358871,25701,176
358879,45680,26
358889,25530,5
358908,25507,2
